initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,technique,sample_size
156,140,29,30,76,8,3,random,10000
193,104,68,43,100,18,3,random,10000
4,100,19,18,96,10,13,random,10000
226,29,85,10,1,16,20,random,10000
82,49,8,0,47,16,1,random,10000
150,232,62,23,99,8,11,random,10000
107,162,53,31,67,19,14,random,10000
95,65,70,9,36,8,20,random,10000
211,8,91,12,63,7,3,random,10000
79,14,72,14,45,3,13,random,10000
27,241,20,31,9,9,10,random,10000
197,162,0,7,63,6,18,random,10000
59,107,53,30,31,4,0,random,10000
144,204,97,33,82,8,20,random,10000
158,125,34,34,100,7,5,random,10000
76,111,41,18,51,17,1,random,10000
217,26,61,34,78,15,5,random,10000
54,42,8,4,13,12,7,random,10000
5,101,95,35,85,11,16,random,10000
223,199,36,32,1,19,11,random,10000
119,6,5,50,10,10,19,random,10000
12,154,0,24,49,8,18,random,10000
247,109,85,44,16,13,4,random,10000
128,217,32,23,82,13,15,random,10000
105,79,12,12,58,2,5,random,10000
88,169,60,29,56,4,15,random,10000
96,107,39,4,95,19,18,random,10000
149,130,71,38,93,4,20,random,10000
72,114,71,11,71,15,3,random,10000
229,238,32,40,1,13,14,random,10000
75,124,91,17,2,2,15,random,10000
158,191,47,12,30,12,13,random,10000
73,241,4,5,90,10,20,random,10000
89,244,22,32,34,9,3,random,10000
47,19,32,17,42,19,5,random,10000
84,160,46,28,27,9,13,random,10000
187,70,91,48,66,19,6,random,10000
155,247,27,38,47,7,6,random,10000
194,44,58,39,14,1,3,random,10000
219,217,1,29,53,10,5,random,10000
162,66,50,16,95,7,19,random,10000
152,70,95,40,47,20,9,random,10000
92,225,6,14,69,7,19,random,10000
32,17,63,48,62,12,18,random,10000
230,169,72,50,37,15,4,random,10000
9,9,34,38,23,5,5,random,10000
75,219,60,6,93,18,3,random,10000
224,55,61,34,38,17,3,random,10000
21,67,2,46,16,2,7,random,10000
91,210,33,26,21,15,2,random,10000
209,26,93,19,42,5,20,random,10000
144,198,24,13,56,19,14,random,10000
158,92,8,36,22,2,20,random,10000
152,202,51,19,39,15,12,random,10000
237,239,65,21,37,9,9,random,10000
175,174,54,0,94,1,6,random,10000
72,74,100,10,41,20,11,random,10000
24,243,74,50,40,9,13,random,10000
218,224,92,6,18,11,14,random,10000
105,246,76,43,46,16,12,random,10000
84,25,76,7,55,5,0,random,10000
93,67,12,5,58,15,16,random,10000
145,75,24,49,9,9,17,random,10000
135,247,83,19,60,18,6,random,10000
72,80,93,22,81,19,9,random,10000
226,70,43,50,31,4,12,random,10000
172,24,82,10,79,18,10,random,10000
33,110,62,34,49,15,9,random,10000
40,205,49,24,6,6,14,random,10000
107,176,41,5,56,13,7,random,10000
129,22,89,33,51,19,20,random,10000
180,229,96,8,50,20,11,random,10000
241,138,73,14,87,14,5,random,10000
235,132,33,48,96,10,7,random,10000
217,131,11,39,20,17,6,random,10000
200,62,90,22,78,1,9,random,10000
161,157,73,48,67,4,10,random,10000
222,32,60,41,91,11,16,random,10000
101,188,22,20,58,7,20,random,10000
10,61,70,30,61,10,19,random,10000
129,181,62,0,9,6,10,random,10000
126,64,55,48,45,10,17,random,10000
199,13,23,34,89,19,5,random,10000
156,142,88,4,68,16,20,random,10000
193,202,86,0,60,16,17,random,10000
185,70,66,9,12,13,6,random,10000
59,210,11,46,87,8,5,random,10000
242,30,56,1,55,15,4,random,10000
226,223,80,26,43,14,20,random,10000
105,100,23,5,90,20,20,random,10000
249,44,36,16,76,1,14,random,10000
224,210,41,6,85,9,10,random,10000
176,98,33,5,18,20,16,random,10000
11,122,63,38,10,5,7,random,10000
23,75,57,4,6,12,18,random,10000
104,85,50,26,68,4,1,random,10000
14,51,45,15,68,12,14,random,10000
69,192,99,4,34,19,7,random,10000
122,91,31,16,47,10,20,random,10000
144,150,33,46,79,13,15,random,10000
73,126,73,44,42,13,8,random,10000
249,18,74,22,95,4,17,random,10000
186,109,8,11,42,6,11,random,10000
30,73,47,20,74,14,2,random,10000
164,172,76,35,92,6,1,random,10000
141,105,59,11,47,15,2,random,10000
221,186,1,26,65,13,17,random,10000
164,46,39,46,4,19,0,random,10000
143,172,10,44,36,16,16,random,10000
100,102,80,24,62,7,14,random,10000
204,187,78,36,58,2,1,random,10000
60,203,47,17,14,10,14,random,10000
219,117,65,21,8,13,20,random,10000
141,203,17,11,1,8,12,random,10000
120,102,15,20,61,5,3,random,10000
221,118,20,11,71,16,13,random,10000
24,174,11,13,28,11,14,random,10000
0,183,15,17,32,19,4,random,10000
25,141,41,41,31,1,14,random,10000
35,41,23,1,98,14,8,random,10000
217,178,77,48,19,7,1,random,10000
22,250,28,3,31,8,13,random,10000
37,88,46,10,26,5,14,random,10000
192,233,91,1,25,4,13,random,10000
85,31,46,35,6,8,5,random,10000
227,187,12,42,27,6,12,random,10000
160,156,38,10,21,7,0,random,10000
140,104,46,30,56,11,13,random,10000
14,171,23,41,12,6,2,random,10000
204,137,97,21,67,5,10,random,10000
35,28,69,29,80,19,15,random,10000
154,156,68,7,44,6,20,random,10000
170,0,49,13,70,6,6,random,10000
39,130,36,46,70,3,9,random,10000
202,160,68,20,65,11,8,random,10000
222,204,71,41,90,15,14,random,10000
3,12,4,17,38,19,19,random,10000
102,177,17,23,56,19,4,random,10000
73,27,90,28,58,15,2,random,10000
184,242,46,7,47,18,0,random,10000
121,234,45,36,71,11,19,random,10000
26,228,89,36,19,8,18,random,10000
128,211,79,41,23,12,14,random,10000
90,15,58,38,34,18,8,random,10000
95,79,56,10,49,1,0,random,10000
250,189,35,45,52,6,3,random,10000
196,212,93,38,32,2,17,random,10000
211,3,39,40,74,19,8,random,10000
164,134,48,22,20,8,9,random,10000
232,174,80,45,12,8,1,random,10000
241,19,64,34,34,1,3,random,10000
82,229,56,10,21,5,8,random,10000
194,95,48,10,65,16,11,random,10000
196,186,69,16,77,17,20,random,10000
70,212,3,5,71,3,20,random,10000
65,232,33,19,47,13,6,random,10000
174,14,88,9,29,4,9,random,10000
8,77,20,6,66,15,9,random,10000
39,102,19,25,0,13,12,random,10000
158,71,4,21,86,4,20,random,10000
155,24,50,44,99,4,1,random,10000
130,239,84,10,22,2,15,random,10000
163,73,37,33,24,10,1,random,10000
83,239,32,25,68,7,6,random,10000
215,143,98,14,44,6,16,random,10000
219,100,43,24,0,5,9,random,10000
250,47,50,0,37,4,3,random,10000
108,111,4,35,90,7,11,random,10000
61,76,33,44,82,12,13,random,10000
125,171,0,47,44,13,17,random,10000
128,102,37,24,98,17,15,random,10000
208,86,67,38,7,8,16,random,10000
96,59,31,7,66,4,9,random,10000
202,61,83,7,59,9,6,random,10000
213,204,96,7,83,14,10,random,10000
245,34,94,29,97,14,17,random,10000
176,201,21,32,92,13,17,random,10000
62,124,71,21,73,17,2,random,10000
172,39,30,13,47,12,7,random,10000
55,148,74,0,79,15,7,random,10000
214,102,51,2,56,2,15,random,10000
195,145,45,44,25,20,8,random,10000
201,187,89,21,5,11,13,random,10000
100,159,7,6,63,11,14,random,10000
143,97,43,48,100,19,10,random,10000
82,182,34,17,47,1,19,random,10000
67,47,37,4,44,19,4,random,10000
66,199,63,38,43,15,3,random,10000
49,133,75,36,15,17,4,random,10000
68,231,96,19,65,7,16,random,10000
153,144,47,33,95,10,4,random,10000
30,130,42,33,32,12,15,random,10000
102,143,25,23,12,15,12,random,10000
5,22,82,22,66,17,18,random,10000
67,74,23,9,39,11,9,random,10000
153,31,59,3,60,10,0,random,10000
133,208,99,5,90,16,7,random,10000
213,170,73,48,20,13,3,random,10000
111,157,28,7,54,14,13,random,10000
22,10,37,2,100,10,4,random,10000
56,111,79,50,95,9,18,random,10000
165,28,81,3,12,1,12,random,10000
175,182,38,39,0,11,15,random,10000
72,151,91,25,0,3,1,random,10000
95,84,75,3,7,10,14,random,10000
220,8,48,0,71,9,1,random,10000
243,236,23,18,93,4,1,random,10000
210,239,15,14,61,13,8,random,10000
48,70,0,22,46,15,17,random,10000
6,80,72,39,82,20,17,random,10000
25,91,41,17,61,1,16,random,10000
34,202,59,13,22,10,13,random,10000
31,19,97,30,77,3,14,random,10000
250,55,80,12,98,3,8,random,10000
149,145,24,42,25,1,16,random,10000
73,72,51,0,78,11,9,random,10000
67,65,55,3,57,18,10,random,10000
53,200,25,37,14,3,9,random,10000
50,155,81,3,87,17,4,random,10000
44,45,96,42,98,11,20,random,10000
236,205,95,40,54,18,11,random,10000
51,3,66,5,31,6,2,random,10000
11,184,10,40,91,5,20,random,10000
234,113,30,17,87,11,19,random,10000
11,223,90,13,35,5,5,random,10000
120,96,41,39,95,11,3,random,10000
164,190,74,19,87,4,15,random,10000
21,128,42,41,2,11,18,random,10000
25,213,4,7,79,2,2,random,10000
32,212,93,26,50,16,7,random,10000
48,1,15,2,99,10,6,random,10000
169,97,90,29,16,2,8,random,10000
4,153,75,39,11,15,3,random,10000
44,134,93,8,35,16,4,random,10000
114,96,56,48,18,10,18,random,10000
54,131,10,5,45,2,16,random,10000
41,160,83,8,19,6,20,random,10000
95,23,89,22,75,15,2,random,10000
211,182,21,11,72,16,5,random,10000
3,39,73,27,32,15,4,random,10000
155,207,97,5,46,6,8,random,10000
161,59,38,2,67,7,9,random,10000
61,145,51,3,26,20,15,random,10000
163,75,50,19,21,17,14,random,10000
161,92,56,12,35,8,20,random,10000
43,58,74,42,94,17,4,random,10000
66,235,34,7,27,15,19,random,10000
14,212,54,44,61,5,6,random,10000
35,39,47,21,51,8,19,random,10000
70,5,100,13,59,16,14,random,10000
21,6,38,42,9,8,18,random,10000
93,209,86,2,54,3,7,random,10000
104,234,71,47,71,1,9,random,10000
154,76,62,47,11,1,16,random,10000
121,211,77,7,96,6,10,random,10000
168,97,79,41,89,8,8,random,10000
242,203,43,41,78,20,17,random,10000
101,159,60,11,11,19,8,random,10000
124,139,43,5,70,11,12,random,10000
38,229,21,9,60,10,12,random,10000
189,14,59,2,77,11,19,random,10000
45,95,77,42,33,1,6,random,10000
93,162,94,22,14,1,16,random,10000
178,95,92,27,56,4,8,random,10000
57,189,64,3,24,13,8,random,10000
33,129,33,14,5,17,9,random,10000
55,72,65,42,16,8,20,random,10000
96,72,83,37,27,6,18,random,10000
83,182,96,41,13,14,11,random,10000
116,122,84,44,21,2,17,random,10000
100,5,70,6,45,4,2,random,10000
169,29,2,4,45,9,11,random,10000
108,123,54,19,94,1,11,random,10000
16,156,11,26,39,6,3,random,10000
70,140,67,28,3,18,1,random,10000
10,49,94,35,58,12,4,random,10000
14,4,72,21,61,20,6,random,10000
150,234,31,49,88,2,20,random,10000
218,99,64,50,23,12,15,random,10000
134,135,10,24,66,7,20,random,10000
6,115,87,2,6,3,2,random,10000
45,238,99,31,68,4,3,random,10000
99,194,18,18,16,9,12,random,10000
49,120,34,46,89,18,0,random,10000
187,188,20,35,78,14,5,random,10000
94,164,20,35,11,2,4,random,10000
41,69,56,27,13,3,15,random,10000
229,150,0,50,61,19,11,random,10000
240,218,33,40,27,8,17,random,10000
146,245,4,8,26,7,8,random,10000
237,203,54,36,63,12,2,random,10000
120,186,46,19,78,15,8,random,10000
90,118,26,15,74,9,3,random,10000
51,247,8,29,50,5,14,random,10000
198,20,34,31,95,1,9,random,10000
117,84,0,17,34,1,5,random,10000
166,133,50,22,20,5,20,random,10000
97,58,62,6,39,11,14,random,10000
101,65,25,17,51,9,1,random,10000
127,12,93,15,51,6,1,random,10000
162,100,71,29,64,6,18,random,10000
15,63,36,2,73,19,4,random,10000
223,116,44,37,90,15,17,random,10000
167,76,22,7,17,20,0,random,10000
78,117,73,18,44,4,8,random,10000
237,32,53,46,27,15,0,random,10000
190,221,63,5,31,6,14,random,10000
206,248,66,50,84,10,20,random,10000
70,51,30,27,36,4,9,random,10000
72,216,64,38,36,11,1,random,10000
47,5,91,25,22,10,6,random,10000
137,67,20,19,42,3,13,random,10000
185,160,58,16,33,6,18,random,10000
109,0,88,28,29,6,0,random,10000
107,250,18,48,47,6,0,random,10000
150,10,55,47,0,8,10,random,10000
93,125,81,31,2,16,4,random,10000
238,181,35,8,4,14,0,random,10000
75,72,53,25,39,7,0,random,10000
170,226,33,46,91,15,11,random,10000
34,145,3,46,35,15,11,random,10000
171,96,12,27,0,11,7,random,10000
71,244,52,41,49,4,14,random,10000
211,141,55,10,54,12,10,random,10000
228,192,23,9,78,5,11,random,10000
182,52,24,24,33,17,16,random,10000
208,44,50,44,40,17,0,random,10000
123,80,56,50,9,16,15,random,10000
89,183,63,29,0,6,6,random,10000
28,232,60,15,98,16,7,random,10000
107,97,83,20,2,4,13,random,10000
59,125,41,44,71,13,20,random,10000
88,245,90,40,0,7,4,random,10000
119,71,55,15,57,13,18,random,10000
66,133,65,45,77,4,17,random,10000
161,140,16,12,31,12,5,random,10000
6,125,82,15,32,10,6,random,10000
98,205,24,27,13,4,18,random,10000
19,36,56,46,28,18,8,random,10000
44,103,6,27,47,1,12,random,10000
174,166,48,50,79,15,1,random,10000
194,9,34,27,10,9,0,random,10000
169,36,37,0,14,9,12,random,10000
131,248,22,1,84,15,3,random,10000
183,144,70,2,50,11,8,random,10000
103,136,98,27,25,11,12,random,10000
180,131,67,25,55,2,15,random,10000
88,192,50,49,62,17,1,random,10000
126,81,38,10,80,18,2,random,10000
225,154,17,23,41,5,11,random,10000
84,214,29,11,54,12,9,random,10000
249,163,12,16,66,2,3,random,10000
115,69,51,10,45,13,10,random,10000
85,177,1,34,24,15,5,random,10000
35,205,30,19,41,5,16,random,10000
194,214,91,23,3,19,18,random,10000
24,9,48,44,10,16,5,random,10000
183,63,35,29,66,12,20,random,10000
122,236,80,36,49,19,13,random,10000
94,168,99,11,72,12,8,random,10000
186,132,82,43,6,17,3,random,10000
68,11,21,40,5,10,16,random,10000
65,3,73,36,69,17,8,random,10000
71,201,19,49,87,2,11,random,10000
37,141,53,14,38,11,18,random,10000
115,176,83,10,70,11,2,random,10000
176,102,57,42,75,20,18,random,10000
168,35,38,29,94,8,12,random,10000
230,132,0,41,100,17,19,random,10000
226,173,59,32,77,1,15,random,10000
192,169,89,13,93,7,6,random,10000
106,38,97,21,39,12,19,random,10000
167,190,55,0,6,14,15,random,10000
242,105,13,15,41,14,4,random,10000
5,197,18,5,64,12,0,random,10000
234,115,28,28,84,6,6,random,10000
207,42,7,7,46,11,20,random,10000
3,5,39,20,0,5,19,random,10000
73,182,9,22,11,4,15,random,10000
142,121,83,31,73,2,10,random,10000
137,151,11,46,96,1,4,random,10000
66,107,66,23,72,8,15,random,10000
107,25,88,48,10,5,8,random,10000
43,34,60,43,5,12,14,random,10000
105,148,43,33,94,20,5,random,10000
190,216,28,22,86,1,19,random,10000
212,168,37,9,86,12,13,random,10000
227,24,49,40,52,17,10,random,10000
120,129,70,45,97,3,3,random,10000
197,126,93,24,93,13,4,random,10000
88,179,84,21,22,20,7,random,10000
72,58,98,26,36,11,4,random,10000
11,42,76,9,5,2,13,random,10000
141,220,58,43,18,4,13,random,10000
103,195,65,23,73,14,7,random,10000
217,96,91,14,38,9,16,random,10000
49,244,41,30,93,7,11,random,10000
80,39,100,1,19,2,12,random,10000
127,7,86,45,64,17,7,random,10000
127,171,39,40,65,15,17,random,10000
210,216,78,37,29,7,7,random,10000
66,218,49,34,29,16,1,random,10000
159,221,9,20,75,20,3,random,10000
183,36,14,37,91,1,9,random,10000
201,95,80,7,82,10,13,random,10000
26,54,33,40,63,6,1,random,10000
177,221,33,38,56,20,2,random,10000
60,74,21,2,67,1,13,random,10000
231,139,81,32,23,4,16,random,10000
129,166,96,44,85,11,19,random,10000
235,50,59,31,8,17,12,random,10000
162,153,41,47,46,8,7,random,10000
206,128,3,28,96,7,20,random,10000
117,136,8,10,16,15,1,random,10000
120,131,74,41,47,12,14,random,10000
240,144,32,37,24,15,3,random,10000
161,179,99,33,69,18,3,random,10000
176,147,57,30,50,19,1,random,10000
94,102,40,23,88,15,7,random,10000
218,17,13,38,53,1,8,random,10000
39,11,69,8,91,19,4,random,10000
169,176,55,9,32,17,20,random,10000
159,71,55,20,76,8,17,random,10000
44,211,62,25,93,5,2,random,10000
98,150,18,29,40,4,11,random,10000
219,37,53,36,42,7,1,random,10000
90,181,59,9,52,12,9,random,10000
147,27,87,39,32,8,12,random,10000
125,180,73,15,34,8,18,random,10000
68,198,40,46,3,18,4,random,10000
39,204,38,39,54,11,4,random,10000
89,82,60,20,3,7,2,random,10000
90,108,65,45,95,19,1,random,10000
119,226,88,15,89,13,10,random,10000
138,149,10,7,81,19,20,random,10000
207,85,41,25,51,16,18,random,10000
64,165,27,26,0,3,0,random,10000
111,1,43,43,9,7,9,random,10000
171,159,96,43,26,6,19,random,10000
18,87,18,23,44,10,11,random,10000
219,231,3,35,40,9,13,random,10000
34,83,56,47,57,20,4,random,10000
227,110,92,35,72,2,2,random,10000
181,116,32,16,73,18,5,random,10000
227,243,99,37,57,5,16,random,10000
199,162,20,11,20,15,14,random,10000
249,165,35,2,100,15,6,random,10000
221,152,25,36,40,19,13,random,10000
147,46,10,22,56,17,13,random,10000
40,232,55,25,81,2,20,random,10000
167,19,41,16,63,20,7,random,10000
214,225,66,44,34,12,7,random,10000
16,63,28,41,96,3,9,random,10000
207,26,7,49,3,3,7,random,10000
26,65,44,29,72,2,9,random,10000
233,242,17,7,37,12,8,random,10000
183,147,72,18,51,2,17,random,10000
103,230,29,1,67,10,17,random,10000
102,77,93,38,73,10,15,random,10000
70,250,82,23,37,18,12,random,10000
195,41,12,37,72,11,7,random,10000
129,43,46,2,30,5,2,random,10000
32,15,77,44,44,3,9,random,10000
27,120,77,49,31,16,2,random,10000
225,104,64,2,7,17,7,random,10000
24,240,46,42,36,4,2,random,10000
144,15,32,8,67,20,12,random,10000
20,27,13,21,81,6,2,random,10000
160,130,27,30,96,20,5,random,10000
39,214,17,24,26,3,7,random,10000
170,97,38,33,22,2,13,random,10000
38,115,47,44,14,16,6,random,10000
232,126,74,27,33,2,2,random,10000
31,57,68,45,1,3,12,random,10000
151,93,8,34,95,19,8,random,10000
101,79,28,29,5,6,3,random,10000
216,70,34,49,36,9,17,random,10000
224,20,49,12,70,20,19,random,10000
100,2,42,11,100,17,0,random,10000
244,219,15,44,8,15,7,random,10000
21,131,75,20,15,2,1,random,10000
29,180,100,30,39,9,6,random,10000
109,78,14,40,65,15,16,random,10000
183,166,97,34,14,9,6,random,10000
60,197,61,39,22,14,7,random,10000
175,4,7,17,62,11,12,random,10000
184,133,72,13,55,2,12,random,10000
171,244,87,49,100,7,5,random,10000
143,68,3,0,85,3,15,random,10000
233,66,21,13,75,9,11,random,10000
212,214,58,45,85,12,1,random,10000
77,31,94,12,89,12,19,random,10000
151,142,73,34,61,1,20,random,10000
159,153,48,37,55,2,8,random,10000
100,235,70,47,20,4,20,random,10000
197,193,98,31,39,14,5,random,10000
150,49,0,40,70,12,2,random,10000
244,186,7,5,85,7,16,random,10000
189,249,22,46,46,16,0,random,10000
230,220,11,3,19,6,13,random,10000
24,147,84,37,19,6,15,random,10000
26,237,96,11,41,6,14,random,10000
123,129,58,33,5,2,14,random,10000
172,247,100,36,24,7,19,random,10000
108,124,3,12,1,9,0,random,10000
123,21,38,22,68,8,17,random,10000
215,26,27,5,42,14,20,random,10000
7,200,30,38,46,12,2,random,10000
238,11,64,9,60,15,17,random,10000
113,91,85,30,34,1,12,random,10000
112,14,94,4,82,16,13,random,10000
196,243,68,28,68,10,4,random,10000
33,38,30,30,74,11,3,random,10000
49,72,88,21,45,3,13,random,10000
14,40,63,28,16,20,6,random,10000
50,15,69,27,69,15,3,random,10000
103,86,77,4,23,15,8,random,10000
194,167,33,3,52,7,18,random,10000
167,191,62,19,76,6,18,random,10000
142,110,31,1,48,3,7,random,10000
47,119,6,37,52,3,11,random,10000
139,36,75,16,1,8,9,random,10000
19,220,28,25,27,3,1,random,10000
0,62,4,35,39,17,12,random,10000
131,22,58,7,50,13,5,random,10000
134,43,95,7,48,10,20,random,10000
157,25,32,40,84,12,9,random,10000
144,81,17,2,2,20,10,random,10000
120,202,27,45,0,16,17,random,10000
164,101,52,11,12,16,2,random,10000
13,42,25,4,15,17,5,random,10000
12,0,4,21,19,6,17,random,10000
186,236,60,46,74,14,17,random,10000
102,232,16,40,42,14,12,random,10000
141,234,74,45,72,13,3,random,10000
238,113,100,38,49,20,14,random,10000
173,140,100,14,30,18,9,random,10000
107,135,44,45,71,4,9,random,10000
155,142,40,45,38,7,2,random,10000
183,248,21,22,79,11,9,random,10000
114,212,85,44,100,7,8,random,10000
62,149,88,31,30,2,10,random,10000
0,178,35,40,80,13,9,random,10000
247,249,20,6,25,14,4,random,10000
208,34,88,22,70,19,13,random,10000
46,99,19,3,38,9,15,random,10000
2,204,39,28,9,7,8,random,10000
151,187,92,49,54,18,15,random,10000
10,31,95,27,30,6,0,random,10000
112,60,62,3,39,17,19,random,10000
193,79,0,29,10,16,16,random,10000
210,173,47,45,22,5,11,random,10000
61,65,43,40,30,11,16,random,10000
91,78,13,19,24,13,12,random,10000
189,222,19,14,86,15,12,random,10000
91,25,73,29,63,3,6,random,10000
141,225,37,17,46,10,4,random,10000
102,79,89,30,8,12,17,random,10000
164,246,88,16,59,11,18,random,10000
75,113,8,43,66,10,20,random,10000
99,67,18,23,84,4,19,random,10000
109,71,64,12,57,18,16,random,10000
63,216,22,32,60,4,3,random,10000
122,5,23,22,50,17,13,random,10000
140,82,12,4,93,16,5,random,10000
198,191,87,40,35,16,2,random,10000
117,71,1,48,46,3,3,random,10000
125,118,47,5,99,12,5,random,10000
55,92,45,29,99,13,7,random,10000
198,105,90,9,87,19,4,random,10000
239,216,74,16,81,14,14,random,10000
17,20,67,24,71,17,0,random,10000
135,119,1,1,20,9,2,random,10000
16,101,78,23,43,9,3,random,10000
3,125,80,45,73,9,14,random,10000
127,101,64,49,64,3,3,random,10000
13,167,22,16,56,2,7,random,10000
154,178,71,24,15,17,17,random,10000
204,22,29,12,0,4,12,random,10000
90,109,5,43,66,3,2,random,10000
137,99,98,44,81,7,11,random,10000
157,13,38,27,95,12,13,random,10000
109,181,44,16,37,4,12,random,10000
133,92,33,49,97,13,2,random,10000
120,128,55,30,22,11,12,random,10000
21,41,32,12,56,5,4,random,10000
182,51,71,44,2,8,7,random,10000
40,199,76,34,42,12,5,random,10000
136,210,97,19,88,4,8,random,10000
22,133,49,15,75,13,14,random,10000
57,107,4,30,84,12,13,random,10000
179,20,86,38,37,15,20,random,10000
12,242,85,20,77,7,19,random,10000
207,157,17,24,80,2,2,random,10000
165,202,43,37,64,5,6,random,10000
127,55,29,40,100,17,15,random,10000
25,137,21,3,68,4,18,random,10000
240,181,90,12,73,1,19,random,10000
220,235,97,40,67,15,19,random,10000
